id,created_at,utc_offset,retweet_count,reply_screen_name,source,place_full_name,user_location,hashtags,urls,user_mentions,text,text_clean,hour,ToD,compound,neg,neu,pos
808326356471681024,2016-12-12 15:03:16,,0,,SafeTweet by TweetMyJOBS,"Wisconsin, USA",Nationwide,"['hiring', 'Germantown', 'Job']","['http://bit.ly/2hfAV4z', 'https://twitter.com/i/web/status/808326356471681024']",[],"Want to work at WM? We're #hiring in #Germantown, WI! Click for details: https://t.co/DmbVsGYtf3 #Job… https://t.co/hpqMaJNoDb",Want to work at WM? We're  in  WI! Click for details:   ,15,morning,0.1511,0.0,0.863,0.137
808326381222268928,2016-12-12 15:03:21,-18000.0,0,,TweetMyJOBS,"Edina, MN","St. Paul, MN","['Edina', 'Job', 'Hospitality', 'Veterans', 'Jobs', 'Hiring', 'CareerArc']",['http://bit.ly/2hfGm3i'],[],"Want to work in #Edina, MN? View our latest opening: https://t.co/x6kDIdHOIR #Job #Hospitality #Veterans #Jobs #Hiring #CareerArc",Want to work in  MN? View our latest opening:       ,15,morning,0.0772,0.0,0.86,0.14
808326390709944320,2016-12-12 15:03:24,,0,,Twitter for iPhone,"Minneapolis, MN",,['ties16'],[],[],Finding Joy at #ties16,Finding Joy at ,15,morning,0.5859,0.0,0.345,0.655
808326397580181504,2016-12-12 15:03:25,-21600.0,0,,Twitter for iPhone,"St Paul, MN",,[],[],[],"It's now been 10 min of me being in park at a stand still on 94 with my exs mom occupying the car right next to mine..
HOWS UR MONDAY GOING","It's now been 10 min of me being in park at a stand still on 94 with my exs mom occupying the car right next to mine..
HOWS UR MONDAY GOING",15,morning,0.0,0.0,1.0,0.0
808326409680723968,2016-12-12 15:03:28,-14400.0,0,,Instagram,"Minneapolis, MN","Miami Beach, Florida",['minnesota'],['https://www.instagram.com/p/BN6-KB4DE2F/'],[],"Chilly willly here in Minnesota. ???????? #minnesota @ Minneapolis, Minnesota https://t.co/42R6E4GoXj","Chilly willly here in Minnesota. ????????  @ Minneapolis, Minnesota ",15,morning,0.0,0.0,1.0,0.0
808326422129479680,2016-12-12 15:03:31,-18000.0,0,cynthiamckinney,Twitter Web Client,"Ontario, Canada",Ottawa,[],[],['cynthiamckinney'],@cynthiamckinney  I see that nothing has changed since Henry had his day in the sun. https://t.co/RKDxiNiEvV,  I see that nothing has changed since Henry had his day in the sun. ,15,morning,0.0,0.0,1.0,0.0
808326450583584769,2016-12-12 15:03:38,-28800.0,0,GeriFeiock,Twitter for iPhone,"Minneapolis, MN","Hastings, Minnesota",['ties16'],[],"['GeriFeiock', 'MrsLeiser']",@GeriFeiock - when's your global learner session? @MrsLeiser should go. We are behind you. ;-) #ties16 https://t.co/aoRsPHoRbO, - when's your global learner session?  should go. We are behind you. ;-)  ,15,morning,0.25,0.0,0.846,0.154
808326474403082240,2016-12-12 15:03:44,-25200.0,0,,Instagram,"Minneapolis, MN",Ramsey-Minneapolis,[],['https://www.instagram.com/p/BN6-L6qjcPD/'],[],This little man won my heart ? ? @ Blast Blow Dry Bar Aloft https://t.co/uk5jzK11Wf,This little man won my heart ? ? @ Blast Blow Dry Bar Aloft ,15,morning,0.5302,0.0,0.745,0.255
808326488357568512,2016-12-12 15:03:47,,0,brianstelter,Twitter Web Client,"Wisconsin, USA",,['MSM'],[],"['brianstelter', 'NewDay']",@brianstelter @NewDay #MSM did themselves no favors.,   did themselves no favors.,15,morning,-0.0516,0.355,0.323,0.323
808326495974424576,2016-12-12 15:03:49,-21600.0,0,Zeezdragon,Twitter for Android,"Minneapolis, MN","Minneapolis, Minnesota",[],[],['Zeezdragon'],@Zeezdragon im so worried to try any sleeping aid stuff ;;, im so worried to try any sleeping aid stuff ;;,15,morning,-0.3597,0.217,0.783,0.0
808326502223908864,2016-12-12 15:03:50,-21600.0,0,onejoey,Twitter for iPhone,"Minneapolis, MN",S Mpls,[],[],"['onejoey', 'billhelm', 'pizzanea']",@onejoey @billhelm @pizzanea I don't mind clicking on a blog link...,   I don't mind clicking on a blog link...,15,morning,0.0,0.0,1.0,0.0
808326504480460800,2016-12-12 15:03:51,-18000.0,0,BergerBerge,Twitter Web Client,Canada,Canada,[],[],"['BergerBerge', 'clomimine', 'encarnacion67', 'elisabeth_petit']","@BergerBerge Merci, bien chère amie Nicole! @clomimine @encarnacion67 @elisabeth_petit https://t.co/AnEsRvLUYw"," Merci, bien chère amie Nicole!    ",15,morning,0.0,0.0,1.0,0.0
808326507433172992,2016-12-12 15:03:52,-18000.0,0,,Twitter for Android,"Minneapolis, MN","Minneapolis, MN",[],['https://twitter.com/Gin__Gin__Gin/status/808323938669522949'],[],Jamie carragher said the exact thing too tho? https://t.co/m1Etgbzeio,Jamie carragher said the exact thing too tho? ,15,morning,0.0,0.0,1.0,0.0
808326520070545408,2016-12-12 15:03:55,-18000.0,0,,TweetMyJOBS,"Plymouth, MN","St. Paul, MN","['job', 'Plymouth', 'Transportation', 'Hiring', 'CareerArc']",['http://bit.ly/2dNTJn3'],[],"Interested in a #job in #Plymouth, MN? This could be a great fit: https://t.co/SPWR4DRv5S #Transportation #Hiring #CareerArc",Interested in a  in  MN? This could be a great fit:    ,15,morning,0.8519,0.0,0.392,0.608
808326528383721472,2016-12-12 15:03:57,-32400.0,0,imannequico26,Twitter Web Client,Canada,,[],[],['imannequico26'],@imannequico26 kapoya sa 8 uy hahhaha, kapoya sa 8 uy hahhaha,15,morning,0.0,0.0,1.0,0.0
808326531764330497,2016-12-12 15:03:57,-18000.0,0,Yusuf_Dirk,Twitter for iPhone,"Minnesota, USA","Minnesota, USA",[],[],['Yusuf_Dirk'],@Yusuf_Dirk thanks Yusuf!!! Ameen ?, thanks Yusuf!!! Ameen ?,15,morning,0.5826,0.0,0.346,0.654
808326543692939264,2016-12-12 15:04:00,-21600.0,0,mspbjHalter,Twitter for iPhone,"Minneapolis, MN","Minneapolis, MN",[],[],['mspbjHalter'],@mspbjHalter RIGGED, RIGGED,15,morning,-0.3612,1.0,0.0,0.0
808326581408202752,2016-12-12 15:04:09,-14400.0,0,,Twitter for iPhone,"Wisconsin, USA",,[],[],[],Which means u get the rest of the day to wallow in self pity about the rest of the exams u need to take &amp; wonder how u did on the others ?,Which means u get the rest of the day to wallow in self pity about the rest of the exams u need to take &amp; wonder how u did on the others ?,15,morning,-0.296,0.073,0.927,0.0
808326608771813376,2016-12-12 15:04:16,-21600.0,0,,Twitter for iPhone,"Minneapolis, MN","Minneapolis, MN",[],[],[],TFW your department reaches its year-end goal on Dec 12 https://t.co/8cjeR6yimn,TFW your department reaches its year-end goal on Dec 12 ,15,morning,0.0516,0.0,0.882,0.118
808326615868538880,2016-12-12 15:04:17,-21600.0,0,,Twitter for iPhone,"Plymouth, MN",My head,[],['https://twitter.com/gma/status/808308573860229121'],['sterlingkb1'],Um where's @sterlingkb1?!! https://t.co/EEZCLygxJi,Um where's  ,15,morning,0.0,0.0,1.0,0.0
808326617055555584,2016-12-12 15:04:18,-18000.0,0,encarnacion67,Twitter Web Client,Canada,Canada,[],[],"['encarnacion67', 'BergerBerge', 'catestake', 'FloretteRichard', 'clomimine', 'elisabeth_petit']",@encarnacion67 Beau Pérou! @BergerBerge @catestake @FloretteRichard @clomimine @elisabeth_petit, Beau Pérou!     ,15,morning,0.0,0.0,1.0,0.0
808326659996876800,2016-12-12 15:04:28,-21600.0,0,,TotalTrafficMSN,"Wisconsin, USA","Madison, WI","['Madison', 'traffic']",['http://bit.ly/16xOhZW'],[],"Accident in #Madison on Beltline WB at Seminole Hwy, stop and go traffic back to Todd Dr, delay of 1 min #traffic https://t.co/MJOdripL6B","Accident in  on Beltline WB at Seminole Hwy, stop and go traffic back to Todd Dr, delay of 1 min  ",15,morning,-0.765,0.322,0.678,0.0
808326663754891264,2016-12-12 15:04:29,-28800.0,0,,Twitter for iPhone,"Minneapolis, MN","Hastings, Minnesota",['ties16'],[],[],Music builds instant community. #ties16,Music builds instant community. ,15,morning,0.0,0.0,1.0,0.0
808326677470343168,2016-12-12 15:04:32,-18000.0,0,ziggisaleban,Twitter for iPhone,"Minnesota, USA","Minnesota, USA",[],[],['ziggisaleban'],@ziggisaleban THANKS ZIGGI??, THANKS ZIGGI??,15,morning,0.4404,0.0,0.256,0.744
808326702267068417,2016-12-12 15:04:38,-28800.0,0,,Twitter for iPhone,"Falcon Heights, MN","Minneapolis, MN",[],['https://twitter.com/jcolenc/status/1188610581'],[],His music even puts himself to sleep https://t.co/ZTCGr1NjL3,His music even puts himself to sleep ,15,morning,0.0,0.0,1.0,0.0
808326740527480836,2016-12-12 15:04:47,-21600.0,0,,iembot,"Wisconsin, USA",,['MKX'],['http://mesonet.agron.iastate.edu/lsr/#MKX/201612120557/201612120557'],[],"At 11:57 PM, Muskego [Waukesha Co, WI] PUBLIC reports HEAVY SNOW of 8.30 INCH #MKX https://t.co/4mmxRj8TGR","At 11:57 PM, Muskego [Waukesha Co, WI] PUBLIC reports HEAVY SNOW of 8.30 INCH  ",15,morning,0.0,0.0,1.0,0.0
808326766225981441,2016-12-12 15:04:53,,0,,Twitter for Android,"Minneapolis, MN","Bismarck, North Dakota",['ties16'],[],[],Music builds instant community. #ties16,Music builds instant community. ,15,morning,0.0,0.0,1.0,0.0
808326780130095104,2016-12-12 15:04:57,-21600.0,0,TheCurrent,Twitter for iPhone,"Minnesota, USA","Minneapolis, Minnesota",[],[],['TheCurrent'],@TheCurrent The Rolling Stones- She's So Cold, The Rolling Stones- She's So Cold,15,morning,0.0,0.0,1.0,0.0
808326783170772993,2016-12-12 15:04:57,-18000.0,0,,Instagram,"Minneapolis, MN","Mankato , MN",[],['https://www.instagram.com/p/BN6-Uu7hmwY/'],[],Thank you to Mrs.Gagnon for the third row seats and thanks to these two and many more for making… https://t.co/qtcTdKJ3Hu,Thank you to Mrs.Gagnon for the third row seats and thanks to these two and many more for making… ,15,morning,0.6597,0.0,0.759,0.241
808326786400583681,2016-12-12 15:04:58,-21600.0,0,,Twitter for iPad,"Minneapolis, MN","Minneapolis, MN",['ties16'],[],['shareski'],"""Powerful joy in doing things collectively."" @shareski #ties16","""Powerful joy in doing things collectively.""  ",15,morning,0.765,0.0,0.377,0.623
808326795124584448,2016-12-12 15:05:00,,0,,Twitter for iPhone,"Wisconsin, USA","Durand, WI",[],[],[],Ready for Christmas break,Ready for Christmas break,15,morning,0.3612,0.0,0.545,0.455
808326809892876289,2016-12-12 15:05:04,,0,,Twitter for iPhone,"Wisconsin, USA","Wisconsin, USA",[],['http://woobox.com/qjwgwp/ibgoy0'],[],https://t.co/bOaeLduf9z,,15,morning,0.0,0.0,0.0,0.0
808326812405264384,2016-12-12 15:05:04,-21600.0,0,,Twitter for iPhone,"Minneapolis, MN",,['ties16'],[],[],Music builds instant community. Dean Shareski #ties16,Music builds instant community. Dean Shareski ,15,morning,0.0,0.0,1.0,0.0
808326825596178432,2016-12-12 15:05:07,-18000.0,0,,TweetMyJOBS,"Minneapolis, MN","St. Paul, MN","['job', 'Minneapolis', 'Physician', 'Veterans', 'Hiring', 'CareerArc']",['http://bit.ly/2gxXmT3'],[],"Interested in a #job in #Minneapolis, MN? This could be a great fit: https://t.co/rZB3er9DDE #Physician #Veterans #Hiring #CareerArc",Interested in a  in  MN? This could be a great fit:     ,15,morning,0.8519,0.0,0.392,0.608
808326847939411968,2016-12-12 15:05:13,-21600.0,0,,Twitter Web Client,"Wisconsin, USA","Madison, WI","['SNPP', 'VIIRS', 'RealEarth', 'UWSSEC', 'UWCIMSS']",['https://realearth.ssec.wisc.edu/s/zkYl0'],[],Mexico 12/11 PM #SNPP #VIIRS TrueColor (TC) Composite https://t.co/g0pRRz4rVE #RealEarth™ #UWSSEC #UWCIMSS https://t.co/1gyUC7YfbN,Mexico 12/11 PM   TrueColor (TC) Composite     ,15,morning,0.0,0.0,1.0,0.0
808326855673708544,2016-12-12 15:05:15,-18000.0,0,encarnacion67,Twitter Web Client,Canada,Canada,[],[],"['encarnacion67', 'StephanieH9229', 'massimo_para', 'elisabeth_petit', 'Berger3254', 'cat_nole']","@encarnacion67 Moi presque 72, encore blonde.... @StephanieH9229 @massimo_para @elisabeth_petit @Berger3254 @cat_nole"," Moi presque 72, encore blonde....     ",15,morning,0.0,0.0,1.0,0.0
808326874510360576,2016-12-12 15:05:19,-21600.0,0,,Twitter Web Client,"Minneapolis, MN","Minneapolis, MN",[],"['http://tinyurl.com/zqzobeo', 'https://twitter.com/i/web/status/808326874510360576']",['tomfriedman'],Tomorrow at Noon! @tomfriedman of NYT on Thriving in an Age of Accelerations.  https://t.co/2SCUB9gHSs Thank you me… https://t.co/Rt121NuBnQ,Tomorrow at Noon!  of NYT on Thriving in an Age of Accelerations.   Thank you me… ,15,morning,0.4199,0.0,0.834,0.166
808326889811087362,2016-12-12 15:05:23,-21600.0,0,,Instagram,"Bloomington, MN","St. Paul, Minnesota","['MniWiconi', 'NoDAPL', 'cantdrinkoil', 'sealife', 'LoveWaterNotOil', 'waterislife']",['https://www.instagram.com/p/BN6-X_uDaCV/'],[],"Water is Life. 

#MniWiconi #NoDAPL #cantdrinkoil #sealife #LoveWaterNotOil #waterislife @ SEA… https://t.co/P3SFCnRIG1","Water is Life. 

      @ SEA… ",15,morning,0.0,0.0,1.0,0.0
808326924938289152,2016-12-12 15:05:31,-25200.0,0,,TweetMyJOBS,"Minnesota, USA",In your area,"['Rochester', 'job', 'MadeDifferent']","['http://bit.ly/1ZTxei6', 'https://twitter.com/i/web/status/808326924938289152']",[],"See our latest #Rochester, MN #job and click to apply: Shift Manager - https://t.co/RzHmUB46p4 #MadeDifferent… https://t.co/8Kv0CgSZFz",See our latest  MN  and click to apply: Shift Manager -   ,15,morning,0.0,0.0,1.0,0.0
808326931322142721,2016-12-12 15:05:33,-28800.0,0,,Twitter for Android,"South St Paul, MN","St. Paul, MN","['mantramonday', 'highvibelife']",[],[],This time if year is wonderful but can also get stressful. #mantramonday #highvibelife https://t.co/4bazrXczD7,This time if year is wonderful but can also get stressful.   ,15,morning,-0.4767,0.282,0.57,0.149
808326961953026049,2016-12-12 15:05:40,-18000.0,0,,TweetMyJOBS,"Edina, MN","St. Paul, MN","['job', 'Edina', 'Hospitality', 'Veterans', 'Hiring', 'CareerArc']",['http://bit.ly/2hEVDHP'],[],"Can you recommend anyone for this #job in #Edina, MN? https://t.co/y1a7T7i1mK #Hospitality #Veterans #Hiring #CareerArc",Can you recommend anyone for this  in  MN?     ,15,morning,0.3612,0.0,0.737,0.263
808326974603149312,2016-12-12 15:05:43,-21600.0,0,,Twitter for iPhone,"Minnesota, USA","Lake Bronson, MN",[],[],[],"I love flying way up there with you, you keep the air up in my parachute baby","I love flying way up there with you, you keep the air up in my parachute baby",15,morning,0.6369,0.0,0.781,0.219
808326975051993088,2016-12-12 15:05:43,-18000.0,0,,Twitter for Android,"Minneapolis, MN","Minneapolis, MN",[],[],[],"For someome who acts like a man with such an engaging personality, klopp is really petty","For someome who acts like a man with such an engaging personality, klopp is really petty",15,morning,0.4228,0.11,0.632,0.258
808326989350400001,2016-12-12 15:05:46,-21600.0,0,,Twitter Web Client,"Minneapolis, MN","Minneapolis, MN",[],[],[],https://t.co/jamWYM3oz2,,15,morning,0.0,0.0,0.0,0.0
808327008979742721,2016-12-12 15:05:51,-25200.0,0,,Twitter for iPhone,"St Paul, MN","St Paul, MN",[],[],[],always got my momma's back?,always got my momma's back?,15,morning,0.0,0.0,1.0,0.0
808327032736251904,2016-12-12 15:05:57,,0,,Twitter for iPad,"St Louis Park, MN","st. louis park,mn",[],['https://twitter.com/mvzagogo/status/808323027775713280'],[],Love the Affair https://t.co/oXEeJNxzPB,Love the Affair ,15,morning,0.6369,0.0,0.323,0.677
808327047856738304,2016-12-12 15:06:00,-18000.0,0,MC_of_A,Twitter Web Client,Canada,Montreal,[],[],['MC_of_A'],@MC_of_A I dunno. I think religion and stats mix quite well..., I dunno. I think religion and stats mix quite well...,15,morning,0.0,0.0,1.0,0.0
808327074775703556,2016-12-12 15:06:07,-18000.0,0,sirensoIiIoquy,Twitter Web Client,Canada,"Toronto, ON, CA",[],[],['sirensoIiIoquy'],"@sirensoIiIoquy Yes, they buy them and then they put forth legislation the NRA endorses."," Yes, they buy them and then they put forth legislation the NRA endorses.",15,morning,0.6249,0.0,0.683,0.317
808327105150849024,2016-12-12 15:06:14,-18000.0,0,,Twitter for Android,"Minneapolis, MN","Minneapolis, MN",[],['https://twitter.com/WhoScored/status/808311258118287360'],[],Kolarov ahead of rojo. Right https://t.co/VlVaFvN9gA,Kolarov ahead of rojo. Right ,15,morning,0.0,0.0,1.0,0.0
808327105532624896,2016-12-12 15:06:14,,0,,Twitter for iPhone,"Minnesota, USA","Esko, MN",[],[],['CourtneyBesser'],Happy birthday ya skank. I hope you have an okay day. You're alright I guess??? Love you so much!! @CourtneyBesser https://t.co/UT2zJdiSo0,Happy birthday ya skank. I hope you have an okay day. You're alright I guess??? Love you so much!!  ,15,morning,0.9358,0.0,0.44,0.56
808327119591919617,2016-12-12 15:06:17,-21600.0,0,efronb,Twitter for iPhone,"Wisconsin, USA",Madison,[],[],['efronb'],@efronb you going through my past relationships over there or what?, you going through my past relationships over there or what?,15,morning,0.0,0.0,1.0,0.0
808327121345118209,2016-12-12 15:06:18,-21600.0,0,,Twitter for iPhone,"Minnetonka, MN",,['phenology'],[],[],I was personally escorted to work this morning by these sun dogs. #phenology https://t.co/bOk9fcGQsU,I was personally escorted to work this morning by these sun dogs.  ,15,morning,0.0,0.0,1.0,0.0
808327146686926848,2016-12-12 15:06:24,-18000.0,0,,TweetMyJOBS,"Minneapolis, MN","St. Paul, MN","['job', 'Minneapolis', 'Veterans', 'Hiring', 'CareerArc']",['http://bit.ly/2hxIgcG'],[],"Join the Wells Fargo team! See our latest #job opening here: https://t.co/VV6NM8mjEv #Minneapolis, MN #Veterans #Hiring #CareerArc",Join the Wells Fargo team! See our latest  opening here:   MN   ,15,morning,0.5411,0.0,0.667,0.333
808327147282714624,2016-12-12 15:06:24,,0,,Twitter for iPhone,"Eden Prairie, MN",,[],['https://twitter.com/lowkeymo_/status/808128893584556032'],[],Lit https://t.co/HBghiK1QzO,Lit ,15,morning,0.0,0.0,1.0,0.0
808327174440841216,2016-12-12 15:06:31,,0,,Twitter for Android,"St Paul, MN","West St Paul, MN",[],[],[],I FINALLY MAde a Intro?????,I FINALLY MAde a Intro?????,15,morning,0.0,0.0,1.0,0.0
808327176139448321,2016-12-12 15:06:31,-18000.0,0,,Twitter for Android,"Minneapolis, MN","Minneapolis, MN",[],['https://twitter.com/kennagq/status/808297626936508416'],[],Ahahahahahhahahahahahahahahahhahaha https://t.co/euAEHngzkU,Ahahahahahhahahahahahahahahahhahaha ,15,morning,0.0,0.0,1.0,0.0
808327179071324160,2016-12-12 15:06:32,-18000.0,0,encarnacion67,Twitter Web Client,Canada,Canada,[],[],"['encarnacion67', 'StephanieH9229', 'elisabeth_petit', 'Berger3254', 'massimo_para']","@encarnacion67 Oui, Élisabeth est très forte! @StephanieH9229 @elisabeth_petit @Berger3254 @massimo_para"," Oui, Élisabeth est très forte!    ",15,morning,0.0,0.0,1.0,0.0
808327190349774849,2016-12-12 15:06:34,-21600.0,0,,Twitter for Android,"Wisconsin, USA",Mad City,"['MondayMotivation', 'Monday']",['https://m.ok.ru/video/47015791271#ManicMonday'],['MTVClassic'],https://t.co/RfIEsMm7CV #MondayMotivation #Monday PlayList @MTVClassic,   PlayList ,15,morning,0.0,0.0,1.0,0.0
808327201426903040,2016-12-12 15:06:37,,0,,Twitter for iPhone,"Bloomington, MN","Bloomington, MN",[],[],[],"""She's too ghetto to come to Jefferson"" bitch ur back stfu ????????","""She's too ghetto to come to Jefferson"" bitch ur back stfu ????????",15,morning,-0.5859,0.257,0.743,0.0
808327207034781696,2016-12-12 15:06:38,-21600.0,0,CallMeSydney_16,Twitter for iPhone,"Fridley, MN",Minnesøta,[],[],"['CallMeSydney_16', 'ThatBroAJ', 'mylesvandenboom', 'bryx20']","@CallMeSydney_16 @ThatBroAJ @mylesvandenboom @bryx20 yum, we better slide through","    yum, we better slide through",15,morning,0.4404,0.0,0.58,0.42
808327214987116544,2016-12-12 15:06:40,-18000.0,0,czabe,Twitter for iPhone,"Wisconsin, USA",Lakeland College,[],[],['czabe'],@czabe deflate gates wouldn't occur if NFL followed NCAA.  Balls go to officials hrs before KO &amp; are measured &amp; their control until after, deflate gates wouldn't occur if NFL followed NCAA.  Balls go to officials hrs before KO &amp; are measured &amp; their control until after,15,morning,0.0,0.0,1.0,0.0
808327225653264384,2016-12-12 15:06:43,19800.0,0,K_Somaratne,Twitter Web Client,Canada,"Montréal, Québec",[],[],['K_Somaratne'],"@K_Somaratne Yeah. especially after saying it's going to be 15cms of snow. And yeah, I'm learning it the hard way. :-)"," Yeah. especially after saying it's going to be 15cms of snow. And yeah, I'm learning it the hard way. :-)",15,morning,0.6486,0.058,0.664,0.278
808327229264400385,2016-12-12 15:06:44,,0,,SafeTweet by TweetMyJOBS,"Wisconsin, USA","Middleton, WI","['job', 'Madison', 'hoteljobs', 'SummerJobs', 'diversity', 'Hiring']",['http://bit.ly/2gJTEVz'],[],"Interested in a #job in #Madison, WI? This could be a great fit: https://t.co/7BDl8n6STa #hoteljobs #SummerJobs #diversity #Hiring",Interested in a  in  WI? This could be a great fit:     ,15,morning,0.8519,0.0,0.392,0.608
808327229667045376,2016-12-12 15:06:44,-18000.0,0,,TweetMyJOBS,"Golden Valley, MN","St. Paul, MN","['hiring', 'GoldenValley', 'Job', 'Finance', 'Jobs', 'CareerArc']",['http://bit.ly/2glsO6M'],[],"Want to work at Accountemps? We're #hiring in #GoldenValley, MN! Click for details: https://t.co/TjFSLnKL6I #Job #Finance #Jobs #CareerArc",Want to work at Accountemps? We're  in  MN! Click for details:     ,15,morning,0.1511,0.0,0.863,0.137
808327241260290048,2016-12-12 15:06:46,-18000.0,0,CURRENTLYANGRY,Twitter Web Client,Canada,"Toronto, Ontario, Canada",[],[],['CURRENTLYANGRY'],@CURRENTLYANGRY lord have mercy, lord have mercy,15,morning,0.3612,0.0,0.444,0.556
808327242354987008,2016-12-12 15:06:47,,0,,Twitter Web Client,"Minneapolis, MN","Minneapolis, MN",[],[],[],Needs to be jailed! https://t.co/KW2l5Z0wi7,Needs to be jailed! ,15,morning,-0.5411,0.538,0.462,0.0
808327248382193664,2016-12-12 15:06:48,,0,,Twitter for iPhone,"Wisconsin, USA","Wisconsin, USA",[],['http://www.breitbart.com/tech/2016/12/11/trump-themed-star-wars-posters-featuring-milo-spotted-around-rogue-one-premier-area/'],['BreitbartNews'],Trump-Themed Star Wars Posters Featuring MILO Spotted Around 'Rogue One' Premiere Area https://t.co/J1J7BIHdmj via @BreitbartNews LOVE IT??,Trump-Themed Star Wars Posters Featuring MILO Spotted Around 'Rogue One' Premiere Area  via  LOVE IT??,15,morning,0.3254,0.167,0.604,0.229
808327247585218560,2016-12-12 15:06:48,-28800.0,0,marrrr,Twitter Web Client,"Minneapolis, MN",,[],['https://www.hillwebcreations.com/google-rich-cards-report-gain-fully-enhanced-cards/'],['marrrr'],"@Marrrr of Google about plans to show more ""things"" and fewer links.
 https://t.co/g5FuEufVPS https://t.co/hrIvbA5AGj"," of Google about plans to show more ""things"" and fewer links.
  ",15,morning,0.0,0.0,1.0,0.0
808327273522884611,2016-12-12 15:06:54,-21600.0,0,,Twitter Web Client,"Wisconsin, USA","Madison, WI",[],['https://giphy.com/nasa'],['NASA'],Sweet!  @NASA is now on Giphy.  https://t.co/UXSrdXQNSJ,Sweet!   is now on Giphy.  ,15,morning,0.5093,0.0,0.549,0.451
808327293139435520,2016-12-12 15:06:59,-25200.0,0,smcgee,Twitter Web Client,"Minneapolis, MN",Minneapolis,[],[],['smcgee'],@smcgee Would like to think there are enough people of conscience on both sides of the aisle to make sure this gets investigated. We'll see., Would like to think there are enough people of conscience on both sides of the aisle to make sure this gets investigated. We'll see.,15,morning,0.5859,0.0,0.821,0.179
808327296998313984,2016-12-12 15:07:00,,0,rodeodance,Twitter for iPhone,"Wisconsin, USA","Minnesota, USA",[],[],"['rodeodance', 'Shareblue']",@rodeodance @Shareblue WTF?!!,  WTF?!!,15,morning,0.0,0.0,1.0,0.0
808327308217970689,2016-12-12 15:07:02,-18000.0,0,,TweetMyJOBS,"Wisconsin, USA","Madison, WI","['Madison', 'job', 'Hospitality', 'Hiring', 'CareerArc']",['http://bit.ly/2hfFQT7'],[],"If you're looking for work in #Madison, WI, check out this #job: https://t.co/ExVyNm0uFb #Hospitality #Hiring #CareerArc","If you're looking for work in  WI, check out this     ",15,morning,0.0,0.0,1.0,0.0
808327315071660037,2016-12-12 15:07:04,-21600.0,0,Schoology,Twitter for iPhone,"Eden Prairie, MN","Plymouth, MN",['ipadissue'],[],['Schoology'],@Schoology is there an issue with updating grades for assignments? Mine keep erasing! #ipadissue?, is there an issue with updating grades for assignments? Mine keep erasing! ,15,morning,0.0,0.0,1.0,0.0
808327335762100232,2016-12-12 15:07:09,-18000.0,0,,Twitter for iPhone,"St Paul, MN",,[],[],[],??? https://t.co/OZRlGPw56G,??? ,15,morning,0.0,0.0,1.0,0.0
808327342120665090,2016-12-12 15:07:11,-21600.0,0,TLKKnopp,Twitter for iPhone,"Eden Prairie, MN",Minneapolis,[],[],['TLKKnopp'],@TLKKnopp YES!  I'll take what I can get ;-), YES!  I'll take what I can get ;-),15,morning,0.6932,0.0,0.466,0.534
808327353168515072,2016-12-12 15:07:13,-18000.0,0,StarSparkle_UK,Twitter Web Client,"Ontario, Canada",Ottawa,[],[],['StarSparkle_UK'],@StarSparkle_UK I put that down to the inbreeding! :) https://t.co/EtAIzMkowi, I put that down to the inbreeding! :) ,15,morning,0.5093,0.0,0.646,0.354
808327358432313344,2016-12-12 15:07:14,-21600.0,0,DonDelarente,Twitter for iPhone,"Plymouth, MN",My head,[],[],['DonDelarente'],@DonDelarente hahahaha awww but no lol, hahahaha awww but no lol,15,morning,0.2263,0.295,0.316,0.389
808327359204126720,2016-12-12 15:07:15,-18000.0,0,,Twitter for Android,"Minneapolis, MN","Minneapolis, MN",[],['https://twitter.com/AnyoneButWenger/status/808312230802587648'],[],As ironic as you talking about being in the CL without actually ever having won it? https://t.co/wXwZP8v9dz,As ironic as you talking about being in the CL without actually ever having won it? ,15,morning,0.4939,0.078,0.729,0.193
808327365889622016,2016-12-12 15:07:16,-18000.0,0,,TweetMyJOBS,"Bloomington, MN","St. Paul, MN","['hiring', 'Bloomington', 'Veterans']",['http://bit.ly/2h8OI9y'],[],"Want to work at General Dynamics Mission Systems? We're #hiring in #Bloomington, MN! Click for details: https://t.co/p3VXlqFRXx #Veterans",Want to work at General Dynamics Mission Systems? We're  in  MN! Click for details:  ,15,morning,0.4003,0.0,0.765,0.235
808327380276301825,2016-12-12 15:07:20,-18000.0,0,T_O_dub_D,Twitter Web Client,Canada,"Montreal, QC Canada",[],[],"['T_O_dub_D', 'SnapYourWorld', 'StormHour']",@T_O_dub_D @SnapYourWorld @StormHour Express work? :),   Express work? :),15,morning,0.4588,0.0,0.4,0.6
808327393316323329,2016-12-12 15:07:23,-21600.0,0,,Twitter for iPhone,"Minneapolis, MN","Minneapolis, MN",[],['https://twitter.com/japanesehouse/status/808325759412695042'],[],Whoa!!!! ? https://t.co/MwQSlGRYih,Whoa!!!! ? ,15,morning,0.0,0.0,1.0,0.0
808327439155863552,2016-12-12 15:07:34,-21600.0,0,,Twitter for iPhone,"Minneapolis, MN",,[],[],[],"""Are those…leggings? Wait, are you wearing PANTS? I can't remember the last time you wore those!""
 When ya bestie pays attention to ya life","""Are those…leggings? Wait, are you wearing PANTS? I can't remember the last time you wore those!""
 When ya bestie pays attention to ya life",15,morning,0.0,0.0,1.0,0.0
